,randomized,question_url,course_code,question_id,inductive_coding_question_type,relevance_to_course_content,contextual,additional_notes_on_question,complexity_of_question,reason_for_complexity,Media,question_title,question_body,question_good_count,Time,instructor_answer,instructor_answer_good_count,instructor_task_completion,instructor_endorsement_for_instructor_answer,student_answer,student_answer_good_count,instructor_endorsement_for_student_answer,,,,,,,,,,,,,,,,,,,
590,336,https://piazza.com/class/llyqb9m6bch5qc/post/370,COMP2011,question @370,debug,,,,,,0,Can't correctly input the score,"I found my code work perfectly when you never input a score that is lower than the first one I input. but if I did that, all score except the lowest one will be disappeared.

Anyone know what possibilities can there be? I can't find any",1,Updated 6 days ago by Anonymous Atom,You need to consider the boundary condition that the existNode is nullptr. You should edit tail relationship in DoubledLink.,0,1,,,,,,,,,,,,,,,,,,,,,,,
591,612,https://piazza.com/class/llyqb9m6bch5qc/post/369,COMP2011,question @369,debug,,,,,,0,pa3 - priority when printing false returns,"Hi~

I am wondering what would be the priority of printing the below cout statements, is it the same as the order as they're displayed on the course website(ie. follows the numbering in front of each statements in the images below)~ are there any internal ordering used in the zinc tests, so it would be the best to follow the zinc tests' internal ordering~

Thanks a lot~

Screenshot_2023-11-22_at_2.47.58_PM.png

Screenshot_2023-11-22_at_2.48.58_PM.png

Screenshot_2023-11-22_at_2.52.25_PM.png",0,Updated 6 days ago by Anonymous Gear,"Yes, the print order is the same as the order of the cout statements in the skeleton code, as well as for zinc. For example, in the add_star_rank function, we first print student-related cout, then check the star_rank link if there exits a star_rank has the same sid and course id with the input, and finally output the course-related error log.",0,1,,,,,,,,,,,,,,,,,,,,,,,
592,329,https://piazza.com/class/llyqb9m6bch5qc/post/368,COMP2011,question @368,logistics,,,,,,0,Are there any remote host for us to test the code?,Since I am a bit concerned that the environment of my PC might not be the same as that of the grading system. May I ask if ust provides any remote host for us to use?,1,Updated 6 days ago by Anonymous Helix,You can use the remote Linux machine in CS labs. The memory checking tutorial in PA3 provides a step-by-step instruction.,1,2,,,,,,,,,,,,,,,,,,,,,,,
593,710,https://piazza.com/class/llyqb9m6bch5qc/post/367,COMP2011,question @367,logistics,,,,,,1,Zinc submission,"[fig1]
May I know is it normal that there is no auto grade after submission? As I remember there will be auto grader after submission of previous lab.",0,Updated 6 days ago by Anonymous Comp,"You can click the ""Download"" button. It is fine if you can download the file.",0,1,,Have you tried refreshing it?,0,,,,,,,,,,,,,,,,,,,,
595,465,https://piazza.com/class/llyqb9m6bch5qc/post/342,COMP2011,question @342,requirements clarification,,,,,,0,PA3 Helper Functions,"In PA3 I see that we have many functions. Can we use any of the already defined functions in our code? For example, can I use the dynamic_init_course_array function in my code?",1,Updated 2 weeks ago by Anonymous Beaker,">> Can we use any of the already defined functions in our code? 

I don't think we have this restriction in PA3.",1,2,,,,,,,,,,,,,,,,,,,,,,,
596,253,https://piazza.com/class/llyqb9m6bch5qc/post/341,COMP2011,question @341,concept question,,,good example,,,0,Null ptr in queue,"Will there be any null pointers in queue? If yes, what is the expected behaviour if

1. all the elements are null pointers

2. some elements are null pointers

Thank you.",1,Updated 2 weeks ago by Anonymous Beaker,"There will be at least one valid student in the queue. There are no null pointers between valid student pointers. Consider the parameters in the function

void reorder_student(Student* queue [], int num_students)

if the num_students = 3. You can assume that queue[0], queue[1] and queue[2] will all be valid student pointers. queue[3] will be nullptr in this case.

You don't have to concerned about nullptr if you write your function correctly using bubble sort with the given parameters. The final output print function cout student data until it reach the first nullptr.",0,1,,,,,,,,,,,,,,,,,,,,,,,
597,797,https://piazza.com/class/llyqb9m6bch5qc/post/340,COMP2011,question @340,course logistics,,,,,,1,Lab8,"Notice that there would be no lab on 1 Dec. Does that mean I don't need to submit lab 8 on ZINC and my lab 8 mark won't be marked?
[fig1]",1,Updated 2 weeks ago by Anonymous Scale,You can check the holiday policy mentioned above the table,0,1,,,,,,,,,,,,,,,,,,,,,,,
598,523,https://piazza.com/class/llyqb9m6bch5qc/post/339,COMP2011,question @339,exam scope logistics,,,,,,0,Final Exam coverage,"Hi.

May I ask about the final exam coverage? Would the exam cover things like ""further reading"" or ""additional material""? And do we need to prepare binary tree and multi-dimensions linked list / dynamic array for the exam? 

Thanks",1,Updated 2 weeks ago by Anonymous Poet,It will be announced by the instructors later,1,2,,,,,,,,,,,,,,,,,,,,,,,
599,569,https://piazza.com/class/llyqb9m6bch5qc/post/338,COMP2011,question @338,hw question,,,,,,0,Try to insert a StarRank when both the course and the student does not exist,"When we Try to insert a StarRank when both the course and the student does not exist (function should return false), it should count the first or second statement?



cout << ""Failed to find student "" << sid << "" when add a star_rank."" << endl; // display this when the student does not exist
cout << ""Failed to find course "" << course_id << "" when add a star_rank."" << endl; // display this when the course does not exist.",1,Updated 2 weeks ago by Anonymous Atom,"We check the student first, if the student does not exist, we will return and only print the first statement.",1,2,,,,,,,,,,,,,,,,,,,,,,,
601,541,https://piazza.com/class/llyqb9m6bch5qc/post/336,COMP2011,question @336,requirement clarification (hw),,,,,,0,pa3 - can we use memcpy,"Instead of coping one by one to the new array with for loop, using memcpy() to copy the whole array at once should be much more efficiency.",0,Updated 2 weeks ago by Anonymous Helix,"Yes, you can use memcpy function.",1,2,,,,,,,,,,,,,,,,,,,,,,,
602,397,https://piazza.com/class/llyqb9m6bch5qc/post/335,COMP2011,question @335,hw question,,,,,,0,Recursion in sorting?,"Can I use recursion during the sorting process, my idea is every time i call the reorder function the num_students passed will minus 1?

It works for the given test cases, I am not sure if there will be bugs or not",0,Updated 2 weeks ago by Anonymous Comp,"If your program can be compiled correctly on ZINC, you can write the function in the way you want. Just don't edit anything other than the lab7.cpp.",0,1,,"Yes, you can (technically)",1,,,,,,,,,,,,,,,,,,,,
610,69,https://piazza.com/class/llyqb9m6bch5qc/post/327,COMP2011,question @327,debug,,,,,,1,lab7 error message,"This message is showing up in my terminal. I have already used this command to compile my code

g++ -std=c++11 -o lab7 main.cpp lab7.cpp util.cpp
[fig1]",0,Updated 2 weeks ago by Anonymous Poet,Can you provide the complete error message including the command you used for compilation and running the program?,0,1,,,,,,,,,,,,,,,,,,,,,,,
613,404,https://piazza.com/class/llyqb9m6bch5qc/post/324,COMP2011,question @324,hw knowledge clarification,,,,,,0,pa3 - ranks_count's meaning,"Hi~

I am wondering if the variable ranks_count of Student struct means the number of courses he has ranked, or the total number of stars he ranked. For example if he ranked 5 courses in total, and ranked 17 stars in total for the courses he ranked, should ranks_count equal 5 or 17~

Thanks~",1,Updated 2 weeks ago by Anonymous Beaker,"Because each student only marks a course once, the number should be equal. No repeat review allowed.",2,2,,"Number of courses, so 5.",2,,,,,,,,,,,,,,,,,,,,
615,138,https://piazza.com/class/llyqb9m6bch5qc/post/322,COMP2011,question @322,debug,,,,,,0,Sample output for display_students does not match with input,"Line 146, output06.txt: ""[1, John, 3] -> [2, Tom, 1]""

Within my knowledge, input is:

[5, 1, History] // add course 1, name: History

[5, 2, C++] // add course 2, name: C++

[5, 3, Python] // add course 3, name: Python

[4, 1, John] // add student 1, name: John
[4, 2, Tom] // add student 2, name: Tom
[6, 1, 1, 5] // add review of course 1 by student 1, stars: 5
[6, 1, 1, 3] // add review of course 1 by student 1, stars: 3 // not inserted as student 1 already reviewed
[6, 1, 3, 3] // add review of course 3 by student 1, stars: 3 
[6, 2, 2, 5] // add review of course 2 by student 2, stars: 5 
[1] // display students << line 146
[2] // display courses
[3, 1] // display comments of course 1 
[3, 2] // display comments of course 2 
[3, 3] // display comments of course 3 

[9] // exit

So student 1 (Tom) has a comment on course 1 and course 3, and student 2 (John) has a comment on course 2.

Shouldn't the ranks_count for Tom 2 and for John 1?

I got ""[1, John, 2] -> [2, Tom, 1]"" as an output from my program.

// similar issue in output 13, L229 and output 14, L271",1,Updated 2 weeks ago by Loading...,"Yes, the version of the test case is old (same problem with @319), sorry about the mistake. I will update the zip later, and you can replace testcase with the new version. Please note the Announcements.",2,2,,,,,,,,,,,,,,,,,,,,,,,
616,508,https://piazza.com/class/llyqb9m6bch5qc/post/321,COMP2011,question @321,requirements clarification,,,____/_________,,,0,A Question About Function display_student,"Should we print ""=== Student List ([sid, name, star_rank count]) ==="" first even if there is no student in the Student struct linked list?

I assume that we don't need to do so. What we only need to print in this situation is ""No items in the Student list"".",1,Updated 2 weeks ago by Anonymous Poet,"Yes, you need always output this line.",0,1,,Yes.,1,,,,,,,,,,,,,,,,,,,,
618,832,https://piazza.com/class/llyqb9m6bch5qc/post/319,COMP2011,question @319,debug,,,,,,0,Sample output not printing when reducing num_courses,"Hi. I have tried PA3, but found that the string ""reduce course array size to "" were never used in sample output.

With my program, I found it in the end of sample 5, 6, 7, 8, 11 (when deleting courses) and in the middle of sample 9, 10, 12, 13, 14.

Is it my error or the output's?",1,Updated 2 weeks ago by Loading...,"Yes, the version of the test case is old, sorry about the mistake. I will update the zip later, and you can replace testcase with the new version. Please note the Announcements.",2,2,,,,,,,,,,,,,,,,,,,,,,,
619,780,https://piazza.com/class/llyqb9m6bch5qc/post/318,COMP2011,question @318,requirements clarification,,,,,,0,pa3 - can we use cstring library functions,"Hi~

I am wondering if we could use cstring library functions in pa3 as it is included in the header of the pa3 skeleton code.

Thanks a lot~",1,Updated 2 weeks ago by Anonymous Comp,"yes, you can use the listed library",0,1,,I believe it is needed to paste student / course's name from arguments.,1,,,,,,,,,,,,,,,,,,,,
620,862,https://piazza.com/class/llyqb9m6bch5qc/post/317,COMP2011,question @317,requirements clarification,,,,,,0,Question about pa3,Just want to ask can I add comments outside the functions in pa3. No matter is it helper functions or the functions for the task. It is just for me to have a better understanding for the function output. Thanks.,0,Updated 2 weeks ago by Anonymous Calc,"It's okay for you to add comments, but do not add any C++ statements or variables outside functions.",1,2,,,,,,,,,,,,,,,,,,,,,,,
621,422,https://piazza.com/class/llyqb9m6bch5qc/post/316,COMP2011,question @316,requirements clarification,,,,,,0,Helper functions or constants in Lab 7,Can we define helper functions or constants in Lab 7? The post (COMP2011 Lab 7 (ust.hk)) did not mention about it.,1,Updated 2 weeks ago by Loading...,Yes you can. As long as your program can be compiled correctly. But for this lab the solution code is quite short so directly write in the provided reorder_student function would be enough.,0,1,,"I assume that you can. However, it can be done without them, in a simple manner without any repetition of code (based on the introduced algorithm).",0,,,,,,,,,,,,,,,,,,,,
622,20,https://piazza.com/class/llyqb9m6bch5qc/post/315,COMP2011,question @315,debug,,,,,,1,Incomplete output.,"Why don't my code show the output of ordering even though I complete lab7.cpp.
[fig1]",0,Updated 2 weeks ago by Anonymous Poet,"Considering how I write the printer_queue function, it seems that the first element in your queue is a nullptr. Please double check your code and possibly print out the queue every time you swap two pointers for debugging.",0,1,,Could that be segmentation fault? Mind that the MAX_STUDENT_NUM = 8,0,,,,,,,,,,,,,,,,,,,,
625,80,https://piazza.com/class/llyqb9m6bch5qc/post/312,COMP2011,question @312,,,yes,,,,0,ppq - initializing a new nd char array,"Hi~

I am wondering why the char array row created with new must have a ""[i+1]"" instead of just ""[i]""~

Thanks~

Screenshot_2023-11-12_at_8.47.08_PM.png

Screenshot_2023-11-12_at_8.46.46_PM.png",1,Updated 2 weeks ago by Anonymous Gear,#ERROR!,2,2,,,,,,,,,,,,,,,,,,,,,,,
626,808,https://piazza.com/class/llyqb9m6bch5qc/post/311,COMP2011,question @311,debug,,,,,,1,undefined reference,"I finished my code and it outputted this error message:

[fig1]

It tells me that the problem is in the main.cpp, but I didn't change anything on that file.
What does it mean? Thank you.",0,Updated 2 weeks ago by Loading...,"You should type the wrong command.

The correct command can be copied and pasted from the lab page:

g++ -std=c++11 -o lab7 main.cpp lab7.cpp util.cpp",0,1,~ An instructor (ZHENG Kexin) endorsed this answer ~,"Your reorder_student's signature (i.e. return type, name, and parameter types/order) does not match the one declared in header file. 


For your case, it's likely that parameter type Student** doesn't match with header's Student* [], possibly including const.


Fix your function's (in lab7.cpp) parameter type to match with the one in header file.",2,,,,,,,,,,,,,,,,,,,,
627,66,https://piazza.com/class/llyqb9m6bch5qc/post/310,COMP2011,question @310,requirements clarification,,,,,,0,testcase student id,"can we assume that all student id in all testcases must be in ascending order?

Update: for example
will there exist a testcase that

queue[0] = new Student{""Kai "", 2, 4};
queue[1] = new Student{""Julian "", 1, 4};
and we should rearrange it as well so that 
queue[0] = new Student{""Julian "", 1, 4};
queue[1] = new Student{""Kai "", 2, 4}; ?",0,Updated 2 weeks ago by Anonymous Calc,The student id is only for display. You don't need to use it in your code. The struct member that decide the student order is yearOfStudy .,0,1,,,,,,,,,,,,,,,,,,,,,,,
631,196,https://piazza.com/class/llyqb9m6bch5qc/post/306,COMP2011,question @306,,,yes,,,,0,PA2 Line Break Problem,"The problem from the question @219 still exists for me. However, we are not allowed to modify the main function. I would like to know how to fix the issue.",1,Updated 2 weeks ago by Anonymous Comp,The PA2 designers made some changes on the skeleton code after the release . I should ask them to send a Canvas announcement as well.,1,2,,,,,,,,,,,,,,,,,,,,,,,
634,330,https://piazza.com/class/llyqb9m6bch5qc/post/303,COMP2011,question @303,,,yes,,,,1,"I can’t solve this problem with many times trying, is it a bug in task3?",[fig1],0,Updated 2 weeks ago by Anonymous Poet,"Think carefully the general case handling, especially for the parameters of the recursive calls. The picture only illustrates one case, you need to think carefully the handling if the empty space is located in other quadrants.",0,1,,"It is doable, notice that 3 of the 4 quadrants should have their empty cells in the middle so they form an L-shape, your's doesn't seem to do that.",0,,,,,,,,,,,,,,,,,,,,
635,249,https://piazza.com/class/llyqb9m6bch5qc/post/302,COMP2011,question @302,requirements clarification,,,,,,0,Char,can I assume only 'A' - 'Z' will be used,1,Updated 3 weeks ago by Anonymous Poet,"To be exact, for PA2, a 8 x 8 square = 21 L-shapes

So, you may not need to use all 26 characters in the range of A to Z.",0,1,~ An instructor (Jiajun Xin) endorsed this answer ~,Yes.,2,,,,,,,,,,,,,,,,,,,,
639,5,https://piazza.com/class/llyqb9m6bch5qc/post/298,COMP2011,question@298,,,yes,,,,0,ppq - why is the question's answer include V,"Hi~

I'm wondering why the answer includes V. I'm not sure how it can access the name using ->. Is this a quick way to change all last_name in namelist to be ""Lee""~

Thanks a lot~",0,Updated 3 weeks ago by Anonymous Atom,"You should refer to the slide ""Pointer to struct and the _ Operator"". Here is the direct link:

https://course.cse.ust.hk/comp2011/notes/h.pointer.pdf#page=26",1,2,,,,,,,,,,,,,,,,,,,,,,,
640,630,https://piazza.com/class/llyqb9m6bch5qc/post/297,COMP2011,question @297,requirements clarifiaction,,,,,,0,personal info in code,"I see there is no space for we to add name and SID in the skeleton code.
Are they unnecessary?",1,Updated 3 weeks ago by Anonymous Helix,Yes. You do not need to put your name or SID in the skeleton code.,2,2,,,,,,,,,,,,,,,,,,,,,,,
641,497,https://piazza.com/class/llyqb9m6bch5qc/post/296,COMP2011,question @296,grading scheme clarification,,,,,,0,Grading Scheme specific clarification,"I would like to clarify on what the grading Scheme means for the passing mark. It says that the passing mark is 30% for both midterms and finals. By 30%, is the formula as follows;

[(Midterm Score*24%) + (Final Score*40%)]/(40+24)

where 40 and 24 are the weightings for midterms and finals respectively?",1,Updated 3 weeks ago by Loading...,"The exact paragraph is: However, we promise you that X will not be greater than 50% and Y will not be greater than 30% of the respective maximum scores.


Please note that the phrase is “not be greater than”, so the instructors may set a lower value of X and Y.


Please refer to this: https://course.cse.ust.hk/comp2011/web/gradingScheme.html",0,1,,,,,,,,,,,,,,,,,,,,,,,
642,544,https://piazza.com/class/llyqb9m6bch5qc/post/294,COMP2011,question @294,requirements clarifiaction,,,,,,0,Can we add an extra function in PA2?,Can we add an extra function in PA2?,1,Updated 3 weeks ago by Anonymous Comp,"From the PA2 website: 
If needed, you can add extra constants, local variables, and extra helper functions",1,2,,,,,,,,,,,,,,,,,,,,,,,
646,749,https://piazza.com/class/llyqb9m6bch5qc/post/290,COMP2011,question @290,debug,,,,,,1,pa2 normalization,"Hi everyone! When I'm writing my codes for normalization, my codes work for both 2x2 and 4x4 grid. However, when the width is 8, the normalization function only work in the first quadrant, but not the entire 8x8 grid. Here is the output I got:
[fig1]


I have checked the codes for many times and even use cout to check that the width is correctly passed to the function, but it's still only works for 4x4 only. And I cannot figure out why would be like this. May I know the possible cause for this problem? Or should I use recursive function to handle this?",0,Updated 3 weeks ago by Anonymous Calc,You do not need recursion for normalization.,0,1,,"Check your offset in your recursion and the general case.

From here I see that you understand how locateQuadrant works so it shouldn't be hard to debug this.

If the above doesn't work, check that the normalization covers the entire array instead of just the given width which may be your halfWidth variable.",0,,,,,,,,,,,,,,,,,,,,
648,81,https://piazza.com/class/llyqb9m6bch5qc/post/288,COMP2011,question@288,requirements clarification,,,,,,0,PA2 - Can I add extra parameters?,"Helllo. I would like to ask if it is allowed to add some extra parameters for the four functions in coding tasks, e.g. ""fillPuzzleRecursive"" and "" NormalizePuzzleMap"".Thanks!",0,Updated 3 weeks ago by Anonymous Helix,"No, you are not allowed to add extra parameters for functions in PA2.",1,2,~ An instructor (Jiajun Xin) endorsed this answer ~,"I believe that you are only allowed to modify within the functions and use local variables and recursive manipulation to do so.

Therefore my answer to this is, No.

If you require extra parameters to the four functions, please re-evaluate your code.",1,,,,,,,,,,,,,,,,,,,,
649,297,https://piazza.com/class/llyqb9m6bch5qc/post/287,COMP2011,question @287,"logistics, trouble shoot",,,,,,1,"Anyone can't access zinc, I can't hand in the lab","[fig1]
can't access zinc",0,Updated 3 weeks ago by Anonymous Beaker,You may visit the wrong website: https://zinc.cse.ust.hk/,1,2,,,,,,,,,,,,,,,,,,,,,,,
650,530,https://piazza.com/class/llyqb9m6bch5qc/post/286,COMP2011,question @286,logistics,,,,,,0,"lab7 - will zinc use main.cpp, util.cpp, lab7.cpp, lab7.h as it is in the skeleton code folder","Hi~

I am wondering if zinc will use the exact same scripts for main.cpp, util.cpp, lab7.cpp, lab7.h as in the skeleton code folder when testing~

Thanks a lot",0,Updated 3 weeks ago by Anonymous Mouse,"We changed the student data in utils.cpp as unseen test cases, other parts of the code are the same. If you write your reorder_student function correctly, there should be no issue.",0,1,,"Except lab7.cpp, which you need to edit yourself, it would be safe to assume that other codes will be the same as in skeleton.",1,,,,,,,,,,,,,,,,,,,,
652,468,https://piazza.com/class/llyqb9m6bch5qc/post/284,COMP2011,question @284,requirements clarification,,,,,,0,lab7 - do we need to prevent memory leaks,"Hi~

I am wondering if we are required to detect and eliminate memory leaks for lab7.

Thanks a lot~",0,Updated 3 weeks ago by Anonymous Gear,Lab7 only requires students to implement a bubble sort of a pointer array. No dynamic allocation is required in that function.,1,2,,,,,,,,,,,,,,,,,,,,,,,
654,431,https://piazza.com/class/llyqb9m6bch5qc/post/281,COMP2011,question @281,logistics,,,,,,0,Can we now immediately know our grade after the zinc submission?,"After submitting my lab7 to zinc,I saw something called ""Total Score 100/100"".Just wondering does it means my program is AC?",1,Updated 3 weeks ago by Loading...,"I wrongly published the ZINC configuration with test case this afternoon, that is why you could see the score. I have already edited it at around 6pm so all the future submission should not have the score. 

But if you get 100/100 in your previous submission, this means you passed all the test cases.",0,1,,,,,,,,,,,,,,,,,,,,,,,
656,807,https://piazza.com/class/llyqb9m6bch5qc/post/279,COMP2011,question @279,logistic,,,,,,2,No auto file checking for Lab 6,"There is no auto file checking in lab 6 for me, is this normal?

[fig1]

In previous labs, I can see a line like this:

[fig2]",1,Updated 3 weeks ago by Loading...,"Let me ask the lab designer. But after some many labs and PAs, the chance of submitting a wrong filename should be very low. It should be fine if you submitted the correct filename.",1,2,,,,,,,,,,,,,,,,,,,,,,,
657,662,https://piazza.com/class/llyqb9m6bch5qc/post/278,COMP2011,question @278,debug,,,,,,1,Lab 7 weird thing,"[fig1]
I supposed we cannot use or in C++ right?",1,Updated 3 weeks ago by Loading...,Keywords such as “and” “or” are acceptable in some newer C++ standards. They are not mentioned in our lecture notes. && || are more common in C++.,2,2,,"Yes, you can. It is the same as ||. See https://en.cppreference.com/w/cpp/language/operator_alternative",2,,,,,,,,,,,,,,,,,,,,
658,172,https://piazza.com/class/llyqb9m6bch5qc/post/277,COMP2011,question @277,,,yes,,,,0,pa2 - can we use only loops for normalization task,"Hi~

I am wondering if we could use only loops(i.e. entirely iterative solution) for the normalization task, without any recursions~

Thanks~",1,Updated 3 weeks ago by Anonymous Helix,"The normalization doesn’t need recursion. Only task 3: fillPuzzleRecursive must be implemented using recursion (Indeed, it is hard to find an iterative solution unless hardcoding all possible cases).",3,2,,,,,,,,,,,,,,,,,,,,,,,
659,502,https://piazza.com/class/llyqb9m6bch5qc/post/276,COMP2011,question @276,logistic,,,,,,1,submission for lab7,"[fig1]
Please open the submission for lab7. Thank you.",1,Updated 3 weeks ago by Anonymous Gear,I asked the lab7 designers. They set the lab7 submission start time at 5pm today for all lab classes. You may wait for a while (or double-check the correctness of your program).,1,2,,,,,,,,,,,,,,,,,,,,,,,
660,301,https://piazza.com/class/llyqb9m6bch5qc/post/240,COMP2011,question @240,logistic,,,,,,0,Mid term paper,Will the mid term paper be posted ?,1,Updated 4 weeks ago by Anonymous Atom,"We don't release the question paper. Please come to the paper checking session to get your exam paper. Please note that students cannot take away the exam papers. 

For the solution, check this Canvas announcement: https://canvas.ust.hk/courses/52257/discussion_topics/448368",0,1,,,,,,,,,,,,,,,,,,,,,,,
661,321,https://piazza.com/class/llyqb9m6bch5qc/post/239,COMP2011,question @239,,,yes,,,,0,Mid-term Q6(c) Return by reference,"In this year's mid-term Q6(c), due to how the function doubleSize is called (if I remember correctly it is called like doubleSize(doubleSize(doubleSize(radius)));), the float parameter to doubleSize should be passed by reference, and the float return should also be returned by reference. However, if the input parameter <=0, we should return -1, which cannot be done as we cannot return a literal constant by reference. (I think the solution provided will generate error as well.) Is there any way round this?",1,Updated 4 weeks ago by Anonymous Atom,"[Edited] I discussed this issue with the course instructors. The solution is updated. 

I contacted the grader as well. They should accept a simple return -1.0; We accept this solution because the question text may not be clear that the input could be changed if it was negative. 

I am not the grader/designer, but I think the following code should solve the problem for this special case:

if(input <= 0) { 
input = -1.0; 
return input;
}",2,2,,,,,,,,,,,,,,,,,,,,,,,
662,851,https://piazza.com/class/llyqb9m6bch5qc/post/232,COMP2011,question @232,logistic,,,,,,0,No Lab6 submission box on Zinc,There is no Lab6 submission box on Zinc for LA2. Please add it. Thank you!,0,Updated 4 weeks ago by Anonymous Atom,"It should be available now. Please check you zinc.
--TA",1,2,,"oops misread title, sorry",1,,,,,,,,,,,,,,,,,,,,
663,697,https://piazza.com/class/llyqb9m6bch5qc/post/231,COMP2011,question @231,logistic,,,,,,0,Midterm Answers,Will the mt answers be released so that we could better prepare for paper checking?,4,Updated 4 weeks ago by Anonymous Comp,"https://canvas.ust.hk/courses/52257/discussion_topics/447971

>> The solutions will be made available online prior to the session",0,1,,,,,,,,,,,,,,,,,,,,,,,
664,26,https://piazza.com/class/llyqb9m6bch5qc/post/230,COMP2011,question @230,exam scope,,,,,,0,Question about mid term result,Does a midterm result with 30% counted as failing the ehole subject?,1,Updated 4 weeks ago by Anonymous Mouse,https://course.cse.ust.hk/comp2011/web/gradingScheme.html,1,2,,,,,,,,,,,,,,,,,,,,,,,
665,185,https://piazza.com/class/llyqb9m6bch5qc/post/229,COMP2011,question @229,requirements clarification,,,,,,0,using cin,"Can I use cin in the function checkinput? The requirement says “DO NOT add extra cin or cout statements ”, but I didn't see any other function that can input values.",4,Updated 4 weeks ago by Anonymous Poet,"Yes, you can use cin for function checkinput.",1,2,~ An instructor (Jiajun Xin) endorsed this question ~,"Yes, I think you need to. I think it's the only part needing cin/cout.

Another student: In this case you have to use cin as it's the only way to register the width, x and y.",4,,,,,,,,,,,,,,,,,,,,
666,562,https://piazza.com/class/llyqb9m6bch5qc/post/228,COMP2011,question @228,others,,,,,,0,Teaching other Students,"Is it ok for us to share some insights with our friends who don't know how to do?

I gave my friend some guidance without showing the codes, maybe only a certain part of our coding is similar because of the sharing of a part of idea.",2,Updated 4 weeks ago by Anonymous Helix,"Plagiarism detection software will be used, and followed by human investigation.",1,2,,,,,,,,,,,,,,,,,,,,,,,
667,354,https://piazza.com/class/llyqb9m6bch5qc/post/227,COMP2011,question @227,debug,,,,,,1,Additional line after showing the puzzle,"[fig1]
I have an additional line after showing the puzzle but I didn't change any main code and visualizePuzzleByText(width, puzzleMap) code. May I know why this happens?",0,Updated 4 weeks ago by Anonymous Atom,"Check @114 


Although this question appears so many times, I believe some students will keep asking until PA3.",1,2,,See @114.,1,,,,,,,,,,,,,,,,,,,,
669,197,https://piazza.com/class/llyqb9m6bch5qc/post/224,COMP2011,question @224,trouble shooting,,,,,,1,Issue of Downloading the Skeleton Codes,"It appears when I try to download the pa2 skeleton code.
[fig1]",1,Updated 4 weeks ago by Anonymous Comp,"Apology for the inconvenience.

The problem has been fixed. Please try downloading again.",2,2,,,,,,,,,,,,,,,,,,,,,,,
671,130,https://piazza.com/class/llyqb9m6bch5qc/post/222,COMP2011,question @222,clarification on pa,,,,,,0,Is base case changeable? | pa2,"The current base case is width = 2, and I had discovered a better solution with much less code but I need to change the base case to width = 1. 
So could I switch to my new base case or I need to stick to the template?",1,Updated 4 weeks ago by Anonymous Atom and Loading...,You must stick to the template. You are not allowed to make any changes to the main function.,2,2,,,,,,,,,,,,,,,,,,,,,,,
672,760,https://piazza.com/class/llyqb9m6bch5qc/post/221,COMP2011,question @221,requirements clarification,,,,,,0,Missing trailing spaces in expected output,"I know that ZINC can ignore extra newlines, but what about trailing spaces after each line?

Currently, the skeleton code prints a space after :, while the expected output does not have the space. It seems like most output*.txt do not have the space after each colon, but output2.txt has the space after each colon.

Therefore, I am not sure whether the expected output needs a space after the colon or not, and whether ZINC can handle it just fine.",1,Updated 1 month ago by Loading...,"Trailing spaces after each line can also be handled by ZINC.

All the provided outputs are correct and have been tested by ZINC.",1,2,,,,,,,,,,,,,,,,,,,,,,,
673,788,https://piazza.com/class/llyqb9m6bch5qc/post/219,COMP2011,question @219,"debug, requirements clarification",,,,,,0,"PA2 Line break after ""Enter the Output Mode""","Here's the output I got after running the code:

Enter the width/height of the puzzle (2, 4, 8): 
Enter the x-coordinate of the empty cell (0-7): 
Enter the y-coordinate of the empty cell (0-7): 
0: Exit directly (for testing checkInput function), 1: Output Quadrant of the empty cell,
2: Output without normalization (for student's debug only), 3: Output with normalization
Enter the output mode: Quadrant for the empty cell: 4

Here's the expected output:

Enter the width/height of the puzzle (2, 4, 8):
Enter the x-coordinate of the empty cell (0-7):
Enter the y-coordinate of the empty cell (0-7):
0: Exit directly (for testing checkInput function), 1: Output Quadrant of the empty cell,
2: Output without normalization (for student's debug only), 3: Output with normalization
Enter the output mode:
Quadrant for the empty cell: 4

But this is due to missing endl; after the following code in the main function. What should we do?

cout << ""Enter the output mode: "";
cin >> modeOfOperation;

Also, can we ignore the trailing spaces after each line of output?",6,Updated 4 weeks ago by Anonymous Atom,You cannot change the main function. Please also check @114 about the extra empty line issue,1,2,~ An instructor (Jiajun Xin) thinks this is a good comment ~,,,,,,,,,,,,,,,,,,,,,,
674,192,https://piazza.com/class/llyqb9m6bch5qc/post/218,COMP2011,question @218,,,,solved,,,0,[PA2] About visualizePuzzleByText function,"void visualizePuzzleByText(int width, char puzzleMap[][MAX_WIDTH])
{

cout << "" "";
for (int x = 0; x < width; x++)
cout << x << "" "";
cout << endl;

for (int y = 0; y < width; y++)
{
cout << y << "":"";
for (int x = 0; x < width; x++)
cout << puzzleMap[x][y] << "" "";
cout << endl;
}
}

For this function, is it meant to print a transposed array?

*EDIT: I missed the part where the coordinate system is explained. It is meant to be printed like this for anyone that is wondering.",1,Updated 1 month ago by Anonymous Poet,"Thanks for pointing out.

You are right. In this case, the grid shown in the console will be the transpose of the puzzle map printed in a row by row manner.

There was a mistake in the coordinate section in the description and it has now been fixed. Please subject to the skeleton code for the actual implementation.",0,1,,,,,,,,,,,,,,,,,,,,,,,
