,randomized,question_url,course_code,question_id,inductive_coding_question_type,Media,question_title,question_body,question_good_count,Time,,instructor_answer,instructor_answer_good_count,instructor_endorsement_for_instructor_answer,student_answer,student_answer_good_count,instructor_endorsement_for_student_answer,pedagogy_1,clarity_1,annotator_notes,pedagogy_2,external references,relevant concepts,Example,visual aids,Others,clarity_2,annotator_notes
598,523,https://piazza.com/class/llyqb9m6bch5qc/post/339,COMP2011,question @339,exam scope logistics,0,Final Exam coverage,"Hi.
 
 May I ask about the final exam coverage? Would the exam cover things like ""further reading"" or ""additional material""? And do we need to prepare binary tree and multi-dimensions linked list / dynamic array for the exam? 
 
 Thanks",1,Updated 2 weeks ago by Anonymous Poet,,It will be announced by the instructors later,1,,,,,,3,,,,,,,,2,
599,569,https://piazza.com/class/llyqb9m6bch5qc/post/338,COMP2011,question @338,hw question,0,Try to insert a StarRank when both the course and the student does not exist,"When we Try to insert a StarRank when both the course and the student does not exist (function should return false), it should count the first or second statement?
 
 
 
 cout << ""Failed to find student "" << sid << "" when add a star_rank."" << endl; // display this when the student does not exist
 cout << ""Failed to find course "" << course_id << "" when add a star_rank."" << endl; // display this when the course does not exist.",1,Updated 2 weeks ago by Anonymous Atom,,"We check the student first, if the student does not exist, we will return and only print the first statement.",1,,,,,,3,,,,,,,,3,
601,541,https://piazza.com/class/llyqb9m6bch5qc/post/336,COMP2011,question @336,requirement clarification (hw),0,pa3 - can we use memcpy,"Instead of coping one by one to the new array with for loop, using memcpy() to copy the whole array at once should be much more efficiency.",0,Updated 2 weeks ago by Anonymous Helix,,"Yes, you can use memcpy function.",1,,,,,,3,,,,,,,,3,
613,404,https://piazza.com/class/llyqb9m6bch5qc/post/324,COMP2011,question @324,hw knowledge clarification,0,pa3 - ranks_count's meaning,"Hi~
 
 I am wondering if the variable ranks_count of Student struct means the number of courses he has ranked, or the total number of stars he ranked. For example if he ranked 5 courses in total, and ranked 17 stars in total for the courses he ranked, should ranks_count equal 5 or 17~
 
 Thanks~",1,Updated 2 weeks ago by Anonymous Beaker,,"Because each student only marks a course once, the number should be equal. No repeat review allowed.",2,,"Number of courses, so 5.",2,,,3,,,,,,,,3,
615,138,https://piazza.com/class/llyqb9m6bch5qc/post/322,COMP2011,question @322,debug,0,Sample output for display_students does not match with input,"Line 146, output06.txt: ""[1, John, 3] -> [2, Tom, 1]""
 
 Within my knowledge, input is:
 
 [5, 1, History] // add course 1, name: History
 
 [5, 2, C++] // add course 2, name: C++
 
 [5, 3, Python] // add course 3, name: Python
 
 [4, 1, John] // add student 1, name: John
 [4, 2, Tom] // add student 2, name: Tom
 [6, 1, 1, 5] // add review of course 1 by student 1, stars: 5
 [6, 1, 1, 3] // add review of course 1 by student 1, stars: 3 // not inserted as student 1 already reviewed
 [6, 1, 3, 3] // add review of course 3 by student 1, stars: 3 
 [6, 2, 2, 5] // add review of course 2 by student 2, stars: 5 
 [1] // display students << line 146
 [2] // display courses
 [3, 1] // display comments of course 1 
 [3, 2] // display comments of course 2 
 [3, 3] // display comments of course 3 
 
 [9] // exit
 
 So student 1 (Tom) has a comment on course 1 and course 3, and student 2 (John) has a comment on course 2.
 
 Shouldn't the ranks_count for Tom 2 and for John 1?
 
 I got ""[1, John, 2] -> [2, Tom, 1]"" as an output from my program.
 
 // similar issue in output 13, L229 and output 14, L271",1,Updated 2 weeks ago by Loading...,,"Yes, the version of the test case is old (same problem with @319), sorry about the mistake. I will update the zip later, and you can replace testcase with the new version. Please note the Announcements.",2,,,,,P,3,,,,,,,,3,
618,832,https://piazza.com/class/llyqb9m6bch5qc/post/319,COMP2011,question @319,debug,0,Sample output not printing when reducing num_courses,"Hi. I have tried PA3, but found that the string ""reduce course array size to "" were never used in sample output.
 
 With my program, I found it in the end of sample 5, 6, 7, 8, 11 (when deleting courses) and in the middle of sample 9, 10, 12, 13, 14.
 
 Is it my error or the output's?",1,Updated 2 weeks ago by Loading...,,"Yes, the version of the test case is old, sorry about the mistake. I will update the zip later, and you can replace testcase with the new version. Please note the Announcements.",2,,,,,,3,,,,,,,,3,
620,862,https://piazza.com/class/llyqb9m6bch5qc/post/317,COMP2011,question @317,requirements clarification,0,Question about pa3,Just want to ask can I add comments outside the functions in pa3. No matter is it helper functions or the functions for the task. It is just for me to have a better understanding for the function output. Thanks.,0,Updated 2 weeks ago by Anonymous Calc,,"It's okay for you to add comments, but do not add any C++ statements or variables outside functions.",1,,,,,,3,,,,,,,,3,
631,196,https://piazza.com/class/llyqb9m6bch5qc/post/306,COMP2011,question @306,,0,PA2 Line Break Problem,"The problem from the question @219 still exists for me. However, we are not allowed to modify the main function. I would like to know how to fix the issue.",1,Updated 2 weeks ago by Anonymous Comp,,The PA2 designers made some changes on the skeleton code after the release . I should ask them to send a Canvas announcement as well.,1,,,,,,3,,,,,,,,3,
639,5,https://piazza.com/class/llyqb9m6bch5qc/post/298,COMP2011,question@298,,0,ppq - why is the question's answer include V,"Hi~
 
 I'm wondering why the answer includes V. I'm not sure how it can access the name using ->. Is this a quick way to change all last_name in namelist to be ""Lee""~
 
 Thanks a lot~",0,Updated 3 weeks ago by Anonymous Atom,,"You should refer to the slide ""Pointer to struct and the → Operator"". Here is the direct link:
 
 https://course.cse.ust.hk/comp2011/notes/h.pointer.pdf#page=26",1,,,,,P,3,,P,1,,,,,2,
640,630,https://piazza.com/class/llyqb9m6bch5qc/post/297,COMP2011,question @297,requirements clarifiaction,0,personal info in code,"I see there is no space for we to add name and SID in the skeleton code.
 Are they unnecessary?",1,Updated 3 weeks ago by Anonymous Helix,,Yes. You do not need to put your name or SID in the skeleton code.,2,,,,,,3,,,,,,,,3,
642,544,https://piazza.com/class/llyqb9m6bch5qc/post/294,COMP2011,question @294,requirements clarifiaction,0,Can we add an extra function in PA2?,Can we add an extra function in PA2?,1,Updated 3 weeks ago by Anonymous Comp,,"From the PA2 website: 
 If needed, you can add extra constants, local variables, and extra helper functions",1,,,,,,3,,,,,,,,3,
648,81,https://piazza.com/class/llyqb9m6bch5qc/post/288,COMP2011,question@288,requirements clarification,0,PA2 - Can I add extra parameters?,"Helllo. I would like to ask if it is allowed to add some extra parameters for the four functions in coding tasks, e.g. ""fillPuzzleRecursive"" and "" NormalizePuzzleMap"".Thanks!",0,Updated 3 weeks ago by Anonymous Helix,,"No, you are not allowed to add extra parameters for functions in PA2.",1,~ An instructor (Jiajun Xin) endorsed this answer ~,"I believe that you are only allowed to modify within the functions and use local variables and recursive manipulation to do so.
 
 Therefore my answer to this is, No.
 
 If you require extra parameters to the four functions, please re-evaluate your code.",1,,,3,,,,,,,,3,
649,297,https://piazza.com/class/llyqb9m6bch5qc/post/287,COMP2011,question @287,"logistics, trouble shoot",1,"Anyone can't access zinc, I can't hand in the lab","[fig1]
can't access zinc",0,Updated 3 weeks ago by Anonymous Beaker,,You may visit the wrong website: https://zinc.cse.ust.hk/,1,,,,,,3,,P,1,,,,,3,
652,468,https://piazza.com/class/llyqb9m6bch5qc/post/284,COMP2011,question @284,requirements clarification,0,lab7 - do we need to prevent memory leaks,"Hi~
 
 I am wondering if we are required to detect and eliminate memory leaks for lab7.
 
 Thanks a lot~",0,Updated 3 weeks ago by Anonymous Gear,,Lab7 only requires students to implement a bubble sort of a pointer array. No dynamic allocation is required in that function.,1,,,,,,3,,I,,1,,,,3,
656,807,https://piazza.com/class/llyqb9m6bch5qc/post/279,COMP2011,question @279,logistic,2,No auto file checking for Lab 6,"There is no auto file checking in lab 6 for me, is this normal?
 
 [fig1]
 
 In previous labs, I can see a line like this:

[fig2]",1,Updated 3 weeks ago by Loading...,,"Let me ask the lab designer. But after some many labs and PAs, the chance of submitting a wrong filename should be very low. It should be fine if you submitted the correct filename.",1,,,,,,3,,,,,,,,3,
657,662,https://piazza.com/class/llyqb9m6bch5qc/post/278,COMP2011,question @278,debug,1,Lab 7 weird thing,"[fig1]
I supposed we cannot use or in C++ right?",1,Updated 3 weeks ago by Loading...,,Keywords such as “and” “or” are acceptable in some newer C++ standards. They are not mentioned in our lecture notes. && || are more common in C++.,2,,"Yes, you can. It is the same as ||. See https://en.cppreference.com/w/cpp/language/operator_alternative",2,,,3,,I,,1,,,,3,
658,172,https://piazza.com/class/llyqb9m6bch5qc/post/277,COMP2011,question @277,,0,pa2 - can we use only loops for normalization task,"Hi~
 
 I am wondering if we could use only loops(i.e. entirely iterative solution) for the normalization task, without any recursions~
 
 Thanks~",1,Updated 3 weeks ago by Anonymous Helix,,"The normalization doesn’t need recursion. Only task 3: fillPuzzleRecursive must be implemented using recursion (Indeed, it is hard to find an iterative solution unless hardcoding all possible cases).",3,,,,,,3,,,,,,,,3,
659,502,https://piazza.com/class/llyqb9m6bch5qc/post/276,COMP2011,question @276,logistic,1,submission for lab7,"[fig1]
Please open the submission for lab7. Thank you.",1,Updated 3 weeks ago by Anonymous Gear,,I asked the lab7 designers. They set the lab7 submission start time at 5pm today for all lab classes. You may wait for a while (or double-check the correctness of your program).,1,,,,,,3,,,,,,,,3,
661,321,https://piazza.com/class/llyqb9m6bch5qc/post/239,COMP2011,question @239,,0,Mid-term Q6(c) Return by reference,"In this year's mid-term Q6(c), due to how the function doubleSize is called (if I remember correctly it is called like doubleSize(doubleSize(doubleSize(radius)));), the float parameter to doubleSize should be passed by reference, and the float return should also be returned by reference. However, if the input parameter <=0, we should return -1, which cannot be done as we cannot return a literal constant by reference. (I think the solution provided will generate error as well.) Is there any way round this?",1,Updated 4 weeks ago by Anonymous Atom,,"[Edited] I discussed this issue with the course instructors. The solution is updated. 
 
 I contacted the grader as well. They should accept a simple return -1.0; We accept this solution because the question text may not be clear that the input could be changed if it was negative. 
 
 I am not the grader/designer, but I think the following code should solve the problem for this special case:
 
 if(input <= 0) { 
   input = -1.0; 
   return input;
 }",2,,,,,G,3,,"O,G",,,1,,code,3,
662,851,https://piazza.com/class/llyqb9m6bch5qc/post/232,COMP2011,question @232,logistic,0,No Lab6 submission box on Zinc,There is no Lab6 submission box on Zinc for LA2. Please add it. Thank you!,0,Updated 4 weeks ago by Anonymous Atom,,"It should be available now. Please check you zinc.
 --TA",1,,"oops misread title, sorry",1,,,3,,,,,,,,3,
664,26,https://piazza.com/class/llyqb9m6bch5qc/post/230,COMP2011,question @230,exam scope,0,Question about mid term result,Does a midterm result with 30% counted as failing the ehole subject?,1,Updated 4 weeks ago by Anonymous Mouse,,https://course.cse.ust.hk/comp2011/web/gradingScheme.html,1,,,,,P,1,,P,1,,,,,2,
665,185,https://piazza.com/class/llyqb9m6bch5qc/post/229,COMP2011,question @229,requirements clarification,0,using cin,"Can I use cin in the function checkinput? The requirement says “DO NOT add extra cin or cout statements ”, but I didn't see any other function that can input values.",4,Updated 4 weeks ago by Anonymous Poet,,"Yes, you can use cin for function checkinput.",1,~ An instructor (Jiajun Xin) endorsed this question ~,"Yes, I think you need to. I think it's the only part needing cin/cout.
 
 Another student: In this case you have to use cin as it's the only way to register the width, x and y.",4,,,3,,,,,,,,3,
666,562,https://piazza.com/class/llyqb9m6bch5qc/post/228,COMP2011,question @228,others,0,Teaching other Students,"Is it ok for us to share some insights with our friends who don't know how to do?
 
 I gave my friend some guidance without showing the codes, maybe only a certain part of our coding is similar because of the sharing of a part of idea.",2,Updated 4 weeks ago by Anonymous Helix,,"Plagiarism detection software will be used, and followed by human investigation.",1,,,,,,3,,,,,,,,3,
667,354,https://piazza.com/class/llyqb9m6bch5qc/post/227,COMP2011,question @227,debug,1,Additional line after showing the puzzle,"[fig1]
I have an additional line after showing the puzzle but I didn't change any main code and visualizePuzzleByText(width, puzzleMap) code. May I know why this happens?",0,Updated 4 weeks ago by Anonymous Atom,,"Check @114 
 
 
 Although this question appears so many times, I believe some students will keep asking until PA3.",1,,See @114.,1,,P,1,,P,1,,,,,2,
669,197,https://piazza.com/class/llyqb9m6bch5qc/post/224,COMP2011,question @224,trouble shooting,1,Issue of Downloading the Skeleton Codes,"It appears when I try to download the pa2 skeleton code.
[fig1]",1,Updated 4 weeks ago by Anonymous Comp,,"Apology for the inconvenience.
 
 The problem has been fixed. Please try downloading again.",2,,,,,,3,,,,,,,,3,
671,130,https://piazza.com/class/llyqb9m6bch5qc/post/222,COMP2011,question @222,clarification on pa,0,Is base case changeable? | pa2,"The current base case is width = 2, and I had discovered a better solution with much less code but I need to change the base case to width = 1. 
 So could I switch to my new base case or I need to stick to the template?",1,Updated 4 weeks ago by Anonymous Atom and Loading...,,You must stick to the template. You are not allowed to make any changes to the main function.,2,,,,,,3,,,,,,,,3,
672,760,https://piazza.com/class/llyqb9m6bch5qc/post/221,COMP2011,question @221,requirements clarification,0,Missing trailing spaces in expected output,"I know that ZINC can ignore extra newlines, but what about trailing spaces after each line?

Currently, the skeleton code prints a space after :, while the expected output does not have the space. It seems like most output*.txt do not have the space after each colon, but output2.txt has the space after each colon.

Therefore, I am not sure whether the expected output needs a space after the colon or not, and whether ZINC can handle it just fine.",1,Updated 1 month ago by Loading...,,"Trailing spaces after each line can also be handled by ZINC.
 
 All the provided outputs are correct and have been tested by ZINC.",1,,,,,,3,,,,,,,,3,
673,788,https://piazza.com/class/llyqb9m6bch5qc/post/219,COMP2011,question @219,"debug, requirements clarification",0,"PA2 Line break after ""Enter the Output Mode""","Here's the output I got after running the code:
 
 Enter the width/height of the puzzle (2, 4, 8): 
 Enter the x-coordinate of the empty cell (0-7): 
 Enter the y-coordinate of the empty cell (0-7): 
 0: Exit directly (for testing checkInput function), 1: Output Quadrant of the empty cell,
 2: Output without normalization (for student's debug only), 3: Output with normalization
 Enter the output mode: Quadrant for the empty cell: 4
 
 Here's the expected output:
 
 Enter the width/height of the puzzle (2, 4, 8):
 Enter the x-coordinate of the empty cell (0-7):
 Enter the y-coordinate of the empty cell (0-7):
 0: Exit directly (for testing checkInput function), 1: Output Quadrant of the empty cell,
 2: Output without normalization (for student's debug only), 3: Output with normalization
 Enter the output mode:
 Quadrant for the empty cell: 4
 
 But this is due to missing endl; after the following code in the main function. What should we do?
 
 cout << ""Enter the output mode: "";
 cin >> modeOfOperation;
 
 Also, can we ignore the trailing spaces after each line of output?",6,Updated 4 weeks ago by Anonymous Atom,,You cannot change the main function. Please also check @114 about the extra empty line issue,1,~ An instructor (Jiajun Xin) thinks this is a good comment ~,,,,,3,,P,1,,,,,3,
675,113,https://piazza.com/class/llyqb9m6bch5qc/post/217,COMP2011,question @217,"hw description clarification, explanation",0,PA2 Normalization,"In the normalization section, it is stated in the first example that 
 
 A
 A A
 
 should be normalized to 
 
 A A
 A
 
 Why is this the case? Isn't the shape of the output changed (due to the difference in position of the empty cell)?",1,Updated 1 month ago by Anonymous Gear,,It should be a typo mistake by the designer because normalization won’t change the position of the empty space.,3,,,,,,3,,,,,,,,3,
676,141,https://piazza.com/class/llyqb9m6bch5qc/post/216,COMP2011,question @216,requirements clarification,0,code writing question headers,"For some of the questions we were given in the past papers, we are expected to write out the code by hand. However, must we always include the headers and main body of the code:
 
 #include <iostream>
 using namespace std;
 
 int main(){ ...
 
 ...return 0;}
 
 and will we penalized for not doing so?",1,Updated 1 month ago by Loading...,,"It depends. Most exam questions (especially long questions) ask students to fill in the missing function bodies, so writing a main function and including standard header files are not necessary.",2,,,,,,3,,,,,,,,3,
679,388,https://piazza.com/class/llyqb9m6bch5qc/post/213,COMP2011,question @213,"question, exam prep",1,Q(1e) Midterm Spring 2014,"Hi guys, in this question here would like to ask why the answer is false? I assumed the main function could not be called recursively?
[fig1]",1,Updated 1 month ago by Loading...,,"The first sentence is true, but the second is false. It is possible to call main() function recursively.
 
 #include <iostream>
 using namespace std;
 
 int stop = 5; // a global variable is used to control the termination
 
 int main() {
 if (stop > 0) {
 cout << stop << endl;
 stop = stop - 1;
 main(); // call main() recursively
 }
 return 0;
 }
 Personally, I don’t like this kind of tricky question, especially for a written exam without a code editor to try.",3,,,,,G,3,,O,,,1,,code,3,
680,770,https://piazza.com/class/llyqb9m6bch5qc/post/212,COMP2011,question @212,,0,"[2019 Past Paper, Q2] Function return type pass-by-reference?","In the 2019 Fall Semester past paper Q2 I am required to fill the header of the function ""fun"". The content of the question is not what I want to discuss here. Rather, I am concerning about the answer:
 
 
 
 int& fun(int x, int& y)
 {
 
 
  x = 2 * x;
  y = y * x;
  return (y);
 }Why the function return type is ""int&"" with a pass-by-reference symbol? What does it mean? I am confused",2,Updated 1 month ago by Anonymous Calc,,@197 check this.,1,,,,,P,2,,P,1,,,,,2,
681,243,https://piazza.com/class/llyqb9m6bch5qc/post/211,COMP2011,question @211,"exam scope, logistics",0,Is lambda expression in the syllabus of tomorrow midterm?,Same as question,0,Updated 1 month ago by Anonymous Helix,,@188 pinned at the top.,1,,do you know you can search on Piazza? Someone asked this question long time ago (@84),3,,P,2,,P,1,,,,,2,
682,686,https://piazza.com/class/llyqb9m6bch5qc/post/210,COMP2011,question @210,,0,Q5(b) of Fall 2019 Midterm,"Since there is no alternative answer provided for this question, I would like to ask if my answer would work as well.
 Tested this code in a simpler format by myself, but not so sure if it works under the context of this question.
 
 bool check3inline(const Array& array){
 int x = 0,
 for (int i = 0; i < N; i++)
 if (array.grid[i][0] != EMPTY)
 x += same(array.grid[i][0],array.grid[i][1],array.grid[i][2]);
 
 for (int i = 0; i < N; i++)
 
 if (array.grid[0][i] != EMPTY)
 
 x += same(array.grid[0][i],array.grid[1][i],array.grid[2][i]);
 
 if (array.grid[1][1] != EMPTY){
 x += same(array.grid[0][0],array.grid[1][1],array.grid[2][2]);
 x += same(array.grid[0][2],array.grid[1][1],array.grid[2][0]);}
 
 return x;}
 
 From my understanding, since the return type is a boolean, the actual value of the variable(x) doesn’t affect the value return, i.e, only return true or false. Would dearly love an answer.",1,Updated 1 month ago by Anonymous Atom,,"For coding questions, the released solutions are usually one of the possible solutions. We accepted alternative solutions. It should be fine to delay the return statement at the end provided that all cases are correctly handled.",2,,,,,,3,,,,,,,,3,
683,672,https://piazza.com/class/llyqb9m6bch5qc/post/209,COMP2011,question @209,,1,2019 Q3 out of syllabus,"I want to ask if it is out of syllabus.
 Since I didn't learn it in the lecture.
[fig1]",0,Updated 1 month ago by Anonymous Beaker,,"Please check the coverage of the midterm exam this semester.
 
 The direct link: https://canvas.ust.hk/courses/52257/discussion_topics/443066",1,,,,,P,3,,P,1,,,,,3,
